raw_label,class,is_background_derived,unmapped_label,occurrence_count,scenarios_seen_in
flow=From-Botnet-V50-7-TCP-Established-HTTP-Binary-Download-Custom-Port-7,1.0,False,,1,9
flow=From-Botnet-V50-7-TCP-CC7-Custom-Encryption,1.0,False,,1,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Binary-Download-1,1.0,False,,1,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Binary-Download-Custom-Port-7,1.0,False,,1,9
flow=From-Botnet-V50-7-UDP-Custom-Encryption-1,1.0,False,,1,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Binary-Download-Custom-Port-5,1.0,False,,1,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-63,1.0,False,,1,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Binary-Download-1,1.0,False,,1,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Binary-Download-Custom-Port-7,1.0,False,,1,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-64,1.0,False,,1,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-63,1.0,False,,1,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Binary-Download-Custom-Port-5,1.0,False,,1,9
flow=From-Botnet-V50-9-TCP-CC7-Custom-Encryption,1.0,False,,1,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Binary-Download-1,1.0,False,,1,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Binary-Download-Custom-Port-7,1.0,False,,1,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-4,1.0,False,,1,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-4,1.0,False,,1,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-64,1.0,False,,1,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-53,1.0,False,,1,9
flow=From-Botnet-V50-10-TCP-CC7-Custom-Encryption,1.0,False,,1,9
flow=From-Botnet-V50-10-UDP-Custom-Encryption-1,1.0,False,,1,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-63,1.0,False,,1,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Binary-Download-Custom-Port-5,1.0,False,,1,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Binary-Download-Custom-Port-5,1.0,False,,1,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-23,1.0,False,,1,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-29,1.0,False,,1,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-5,1.0,False,,1,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Binary-Download-Custom-Port-5,1.0,False,,1,9
flow=From-Botnet-V50-2-TCP-Established-SSL-To-Microsoft-1,1.0,False,,1,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-To-Microsoft-1,1.0,False,,1,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Binary-Download-Custom-Port-5,1.0,False,,1,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-7,1.0,False,,1,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-4,1.0,False,,1,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-63,1.0,False,,1,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-64,1.0,False,,1,9
flow=From-Botnet-V50-4-TCP-Established-SSL-To-Microsoft-7,1.0,False,,1,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-63,1.0,False,,1,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-4,1.0,False,,1,9
flow=From-Botnet-V50-3-TCP-HTTP-Not-Encrypted-Down-2,1.0,False,,1,9
flow=From-Botnet-V50-3-TCP-Established-SSL-To-Microsoft-7,1.0,False,,1,9
flow=From-Botnet-V50-9-TCP-HTTP-Google-Net-Established-2,1.0,False,,1,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-11,1.0,False,,1,9
flow=From-Botnet-V50-10-TCP-HTTP-Not-Encrypted-Down-3,1.0,False,,1,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-30,1.0,False,,1,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-5,1.0,False,,1,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-4,1.0,False,,1,9
flow=From-Botnet-V50-8-TCP-HTTP-Not-Encrypted-Down-2,1.0,False,,1,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-52,1.0,False,,1,9
flow=From-Botnet-V50-5-TCP-Established,1.0,False,,1,9
flow=From-Botnet-V50-9-TCP-HTTP-Not-Encrypted-Down-2,1.0,False,,1,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-7,1.0,False,,1,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-51,1.0,False,,1,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-6,1.0,False,,1,9
flow=From-Botnet-V50-6-TCP-HTTP-Not-Encrypted-Down-3,1.0,False,,1,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-63,1.0,False,,1,9
flow=From-Botnet-V50-7-TCP-HTTP-Google-Net-Established-2,1.0,False,,1,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-23,1.0,False,,1,9
flow=From-Botnet-V50-8-UDP-Attempt,1.0,False,,1,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-52,1.0,False,,1,9
flow=From-Botnet-V50-7-ICMP,1.0,False,,1,9
flow=From-Botnet-V50-6-TCP-HTTP-Not-Encrypted-Down-2,1.0,False,,1,9
flow=From-Botnet-V50-1-TCP-HTTP-Not-Encrypted-Down-3,1.0,False,,1,9
flow=From-Botnet-V50-2-TCP-HTTP-Not-Encrypted-Down-2,1.0,False,,1,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-59,1.0,False,,1,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-51,1.0,False,,1,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-52,1.0,False,,1,9
flow=From-Botnet-V50-6-TCP-Established-SSL-To-Microsoft-1,1.0,False,,1,9
flow=From-Botnet-V50-7-TCP-HTTP-Not-Encrypted-Down-2,1.0,False,,1,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-60,1.0,False,,1,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-To-Microsoft-Live-2,1.0,False,,1,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-To-Microsoft-Live-2,1.0,False,,1,9
flow=From-Botnet-V50-3-TCP-HTTP-Not-Encrypted-Down-1,1.0,False,,1,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-28,1.0,False,,1,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-59,1.0,False,,1,9
flow=From-Botnet-V50-8-TCP-Established-SSL-To-Microsoft-7,1.0,False,,1,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-51,1.0,False,,1,9
flow=From-Botnet-V50-5-TCP-Established-SSL-To-Microsoft-7,1.0,False,,1,9
flow=From-Botnet-V50-9-TCP-HTTP-Not-Encrypted-Down-1,1.0,False,,1,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-To-Microsoft-5,1.0,False,,1,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-To-Microsoft-Live-2,1.0,False,,1,9
flow=From-Botnet-V50-4-TCP-HTTP-Not-Encrypted-Down-2,1.0,False,,1,9
flow=From-Botnet-V51-10-TCP-WEB-Established,1.0,False,,1,10
flow=From-Botnet-V51-9-TCP-Established-HTTP-Ad-62,1.0,False,,1,10
flow=From-Botnet-V51-8-TCP-WEB-Established,1.0,False,,1,10
flow=From-Botnet-V51-7-TCP-WEB-Established,1.0,False,,1,10
flow=From-Botnet-V51-5-TCP-Established-HTTP-Ad-62,1.0,False,,1,10
flow=From-Botnet-V51-4-TCP-Established-HTTP-Ad-62,1.0,False,,1,10
flow=From-Botnet-V51-6-TCP-WEB-Established,1.0,False,,1,10
flow=From-Botnet-V51-5-TCP-CC1-HTTP-Not-Encrypted,1.0,False,,1,10
flow=From-Botnet-V51-8-TCP-Established,1.0,False,,1,10
flow=From-Botnet-V51-9-TCP-CC1-HTTP-Not-Encrypted,1.0,False,,1,10
flow=From-Botnet-V51-8-TCP-CC1-HTTP-Not-Encrypted,1.0,False,,1,10
flow=From-Botnet-V51-1-TCP-Established-HTTP-Ad-48,1.0,False,,1,12
flow=From-Botnet-V51-1-UDP-Attempt-DNS,1.0,False,,1,12
flow=From-Botnet-V51-1-TCP-Attempt,1.0,False,,1,12
flow=From-Botnet-V51-2-UDP-Attempt-DNS,1.0,False,,1,12
flow=From-Botnet-V51-3-TCP-Established,1.0,False,,1,12
flow=From-Botnet-V51-3-UDP-Attempt-DNS,1.0,False,,1,12
flow=From-Botnet-V51-2-TCP-Established-HTTP-Ad-62,1.0,False,,1,12
flow=From-Botnet-V51-1-TCP-Established-HTTP-Ad-62,1.0,False,,1,12
flow=From-Botnet-V54-TCP-Established-HTTP-Binary-Download-Custom-Port-7,1.0,False,,1,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-63,1.0,False,,1,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-33,1.0,False,,1,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-49,1.0,False,,1,13
